id,name,data,reviewers_rating,review
19,Sumit mishra,"Reviewed in India on October 14, 2022",5.0,Phone are looking very prity and buled and light weight this product are very nice and value for money 😀
19,Easy Store,"Reviewed in India on October 14, 2022",5.0,Heating
19,YOGENDRA NAGAR,"Reviewed in India on October 13, 2022",5.0,Battery capacity is good but Android mobile everyday charging is campalsari.
19,Ganesh Kumar,"Reviewed in India on October 13, 2022",5.0,Very poor front camera<br>Don’t buy it
19,M,"Reviewed in India on October 12, 2022",5.0,"Overall phone is good on this price range, camera quality is good as compare to radmi"
19,K.Ramu,"Reviewed in India on October 11, 2022",1.0,Sometimes hank king problem
19,Placeholder,"Reviewed in India on October 11, 2022",1.0,Not good 😡😡😡
19,ch hari leela prasad,"Reviewed in India on October 11, 2022",1.0,&nbsp;2times we apply for replacement...technician is coming and they seen the problem but..they don't have option to raise the complaint for sound issue
19,Mehbub Sanjoo,"Reviewed in India on October 10, 2022",1.0,Everything looks fine except video recording quality. Video stabilization and more clarity are needed.
19,Karthik rebelism,"Reviewed in India on October 10, 2022",1.0,While watching videos iam getting dead pixels in online and offline videos too
19,Alok sharma,"Reviewed in India on October 10, 2022",1.0,&nbsp;Bad quality of product
19,Amazon Customer,"Reviewed in India on October 9, 2022",1.0,Battary backup is very less this mobile phone is not good at all
19,Himanshu,"Reviewed in India on October 9, 2022",1.0,Mast phone h
19,Abhishek pal,"Reviewed in India on October 9, 2022",1.0,Wghash
19,Mahesh,"Reviewed in India on October 8, 2022",1.0,Battery is not good
19,Lokesh R,"Reviewed in India on October 8, 2022",5.0,"&nbsp;1. Build Quality is Good but mobile getting vibration on back side while on phone calls.<br>2. Camera Quality is Good, we can get clear pics and video with 1080p quality.<br>3. Network coverage is awesome and we can expect 5G will play solid role on this mobile.<br>4. Battery is Good but still needs to improve on battery life span.<br>5. The most software in this mobile are influenced by Google.<br>6. One of the Performance mobile on 5G segment.<br>7. Overall the mobile can deserve the rating of 4.4/5. We can recommend this as a best mobile on 5G segment with low price."
19,Mukund T,"Reviewed in India on October 8, 2022",5.0,"Nice phone to use, value for money"
19,Rajendra,"Reviewed in India on October 8, 2022",5.0,No problem
19,santanu guchait,"Reviewed in India on October 8, 2022",5.0,CAMERA IS NOT GOOD ...OVER ALL ITS OK BUT CAMERA IS NOT UP TO THE MARK.
19,Very good mobile phone in this price range. Thank you amazon,"Reviewed in India on October 7, 2022",5.0,Camera is good
19,Sher Abbas sekh,"Reviewed in India on October 7, 2022",5.0,No
19,Mahin arham,"Reviewed in India on October 7, 2022",5.0,Camera quality is worst and overall I would recommend anyone not to buy this phone untill and unless you have limited money
19,amit,"Reviewed in India on October 6, 2022",5.0,"Camera is good,touch is good,game quality is good. Overall good . No any problem in this mobile. Thank you oppo"
19,Manish Belsare,"Reviewed in India on October 6, 2022",5.0,OPPO A74 5G😍😍😍😍
19,Manoj kumar,"Reviewed in India on October 6, 2022",5.0,अमेजॉन डिलीवरी बहुत बेकार है समय पर समान नहीं मिलता और डिलीवरी ब्वॉय प्रोडक्ट को घर से 5 किलोमीटर दूर रिसीव करने के लिए बोलता है अमेजॉन डिलीवरी सबसे बेकार है
20,S.Kamalakar reddy,"Reviewed in India on October 16, 2022",1.0,Good 👍
20,Bhargav Prajapati,"Reviewed in India on October 16, 2022",1.0,"I have purchased this in festival sale.<br>After 10 days of use, display and touch is not working.<br>Need replacement."
20,Durga Datt Chaubey,"Reviewed in India on October 16, 2022",1.0,"This is a very good budget phone from Samsung in Galaxy series. We are using this phone for almost two weeks. I am also using a Samsung Galaxy M21 6GB- 128GB phone. So can tell some pros and some cons of this M32 when compared to M21.<br>Display is almost exact the same. Both phones screen mode in Natural, M21 feels with very little yellow while M32 feels somewhat blueish. But brightness is quite good for both the phones and display visible in direct sun.<br>Audio levels are same but I felt that M21 is more crisper during phone calls at maximum loudness. But this may be because M21 is more than one year old.<br>Both of these phones have decent camera setup and both of these capture good pics if used properly. M32 also has macro camera which takes good shots. I am attaching some shots captured with M32 for example. Quality may be little compressed while transferring from M32 to this M21 through Whatsapp."
20,P.V.GOVINDARAO,"Reviewed in India on October 16, 2022",1.0,Good
20,Nagaprasad HN,"Reviewed in India on October 16, 2022",1.0,Phone getting heat so we had called for inspection they only scheduled for inspection but they didn't came inbthat tine so we called several times but not even turned up
20,Mahesh Kumar,"Reviewed in India on October 16, 2022",1.0,Nice budget phone between 10k-15k range. Camera quality and app can be improved.
20,VISHNU KUMAR SINGH,"Reviewed in India on October 16, 2022",1.0,IF YOU TALK ABOUT LIKE ... THEN I SAY ... BATTERY 🔋 PERFORMANCE ... CAMERA QUALITY ... DISPLAY QUALITY ...<br>  &amp; DISLIKE IS PROCESSOR BUT NOT IN MY USAGE .... BECAUSE I'M NOT A GAMER
20,Gajanan s. Sutar,"Reviewed in India on October 16, 2022",1.0,"All the features are very nice in this mobile.  64mp camera, long life battery and very sensitive finger print reader, all features at there best level."
20,Bijendra Sharma,"Reviewed in India on October 15, 2022",1.0,I bought this for my mother and I absolutely do not regret at all. Samsung reliability and perfect battery. If they could have given stereo battery then this is perfect 4G phone. Camera is good at her usage level and I would not like to compare it will 20K phones.
20,Ayantika Dutta,"Reviewed in India on October 15, 2022",1.0,It's really good phone and specially the camera 📷  and battery 🔋  is very good in 15k budget.. 👌
20,Placeholder,"Reviewed in India on October 15, 2022",4.0,The display stopped working just in 20 days and it doesn't comes under warranty. Please do not buy this product.
20,Mohammad Shamsuddin,"Reviewed in India on October 15, 2022",4.0,Awesome
20,BANTI N.,"Reviewed in India on October 15, 2022",4.0,Battery backup ekdum must hai
20,Vamsi Krishna Katakam,"Reviewed in India on October 15, 2022",4.0,"Purchased on 24th Sep.<br>Delivered on 27th Sep..<br>Return window closes on 3rd OCT.<br><br>ISSUE HAPPENED ON 10TH OCT.<br>WE WERE DOING INSTAGRAM REEL, BATTERY WAS AT 15%. Kept the phone aside. In 10 min, there is no display on phone. Assuming low battery, we have connected for charging. After 1 hour also, no display on.<br><br>Took it to service center. No damage identified on the outside. There is a signal link break between display and motherboard. I guess it is the wire bus.<br>It does not come under warranty it seems. They claim that it must have happened because of phone fall on the backside. Boss ! ThERE is no FALL. No hint of damage on the external, buy I side online broke-- and no warranty!!! Shame on samsung!!!<br><br>I got this Phoenix for 11,000 INR and now for replacing a broken wire, they are asking 6000/<br><br>Samsung wake up !!<br>Amazon wakeup !!!"
20,Ashvin Birla,"Reviewed in India on October 15, 2022",4.0,Shi h bhaiii 😁
20,Hafsa S.,"Reviewed in India on October 15, 2022",4.0,Camera is waste
20,shreyas,"Reviewed in India on October 15, 2022",4.0,"I bought 6gb/128gb variant foer12,600. This is best phone at this price range.<br>Display 5/5<br>Camera 4/5<br>Performance 5/5<br>Battery backup 5/5<br><br>Display quality is awesome. Camera quality is good in day light. In night time it struggles a lot. Performance is best for normal usages. I never play games. Battery last for more than a day in normal use.<br><br>If you are looking good display best battery backup for normal usages it is one the best phone."
20,Venugopal,"Reviewed in India on October 15, 2022",4.0,Best  budget phone
20,sajidkhan,"Reviewed in India on October 15, 2022",4.0,Best phone in this budget
20,HARENDRA RATHORE,"Reviewed in India on October 15, 2022",4.0,A lot of problem of not registered on network
20,Nitesh,"Reviewed in India on October 15, 2022",5.0,Good
20,Uttam Bhojnagarwala,"Reviewed in India on October 15, 2022",5.0,Real value for money phone. Could not get a better phone at this price . Looks great. Very good camera.
20,Sachin Shah,"Reviewed in India on October 14, 2022",5.0,Good phone and almost budget friendly
20,manan parekh,"Reviewed in India on October 14, 2022",5.0,Thank you amazon for lovely mobile.
20,raviraj trivedi,"Reviewed in India on October 14, 2022",5.0,We bought this phone 1.5 months before but for some reason we did not open the box and never check the phone is working or not. Just before one week we thought to use this phone and found that it is not detecting any mobile network.
20,vaibhav pralhad khadse,"Reviewed in India on October 14, 2022",5.0,Touch screen is not properly responding...
20,Rajendra Kumar Behera,"Reviewed in India on October 14, 2022",5.0,Worst screen experienced damaged within 5 days
20,Pushkar P.,"Reviewed in India on October 14, 2022",5.0,good
20,Nityananda majumdar,"Reviewed in India on October 14, 2022",5.0,Purchased this phone for my parents and over-all happy with the phone. Surprisingly it comes with a charger as well.
21,Manzoor-ul-Ahad,"Reviewed in India on October 16, 2022",1.0,"I have purchased realme narzo 50 from Amazon amd after 6 months of its usage i didn't recommend you this phone at even 10K rupees. Its camera quality is very bad, 50MP is only a tag, the pixels breaks at even 1X zoom, front camera quality is also bad. The display quality is also low, when going outside in sunny day light, the display colors softens and lowers the color strength of display (totally bad experience). The sound quality is also not as good as compared to other phones available in the market. Don't waste your money on realme.<br><br>Overall experience is don't buy this phone in this budget, lot of other phones are available in the market/amazon, don't waste your money on buying narzo 50.<br>50 MP camera is only a tag, i Can't give the 1 rating out of 10 to the display and camera quality of this phone.. Biggest cheat from the realme manufacturer.."
21,Aanand Yadav AR,"Reviewed in India on October 15, 2022",1.0,It's not perfect
21,Vikas J.,"Reviewed in India on October 15, 2022",1.0,"Been using the phone for a while now and it's yet to fail me so far. The battery still holds up fine even with an interactive wallpaper (fluid simulation with touch and audio)on my home screen. The extented ram function has kept apps crashing quite well, it does heat up on resources hungry apps but still manage to keep multiple apps running (discord, game app and screen capture/ streaming). There are some bloatware but can be easily disabled or restricted. Never got it for the camera but nevertheless it's decent, the assistant apps are very responsive so had to disable them from constantly listening. You may have to personalize the settings a bit and give it a few days to get used to but after that it's golden I'd say.<br>The only drawback is that the accessories, it was hard getting a decent screen guard or case mostly because there was a very small pool to select from when searching with the phone model number or name. I had to get them with previous releases(diffrent model number/name) that fit the same dimensions and design of the phone."
21,Vijaysanthya,"Reviewed in India on October 15, 2022",1.0,Camera should be improved. Otherwise phone is good.
21,Darshan,"Reviewed in India on October 15, 2022",1.0,"Good phone at this price. Working very smooth, excellent gaming and display, camera results are also good, Battery is not up to the mark, it's not long lasting, works for only 7-8 hrs."
21,Paresh,"Reviewed in India on October 15, 2022",1.0,🌟🌟🌟🌟🌟🌟🌟 7 star<br><br>Phone gaming ke liye bhut Acha hai<br><br>Aap ko bhi Lena Chahiye
21,Abhishek bhadoriya,"Reviewed in India on October 14, 2022",1.0,"Mobile is good, but worst delivery, no Amazon box packing. Plain mobile item packing only . Here after I will stop buy mobile and  laptop Amazon,  worst delivery agency."
21,Amazon Customer,"Reviewed in India on October 14, 2022",1.0,Mobile thik hai but hame ye 21 days m delivery huwa.adi jaldi ho to amazon se kabhi na manga.
21,Amazon Customer,"Reviewed in India on October 14, 2022",1.0,Soo beautiful 😍😍😍
21,Ashish sheth,"Reviewed in India on October 14, 2022",4.0,Don't buy I have sold in 3 months  after buying  the  real me narzo
21,Rakesh,"Reviewed in India on October 14, 2022",4.0,Overall good
21,Digvijay ,"Reviewed in India on October 14, 2022",4.0,Everything looks good but there is a heating issue with the device<br>It occurs when your brightness is high or you are watching YouTube for more than 30mins.<br>But it also gets cool down quickly when you turn off your internet.<br>The device is good for normal daily usage.<br>Don't buy it if you are a heavy Gamer.<br>Processor is g96 but still it is not for heavy gaming.<br>I Hope realme will fix this with their software updates.
21,Sintoo Biswas,"Reviewed in India on October 14, 2022",4.0,&nbsp;Budget for with Awesome Features.. recommend to all you are searching for it
21,vicky,"Reviewed in India on October 13, 2022",4.0,Phone is exceptionally good except camera quality.
21,MAHABOOB Navaz Shah,"Reviewed in India on October 13, 2022",4.0,"Hangs and apps are not working.. even not able to open playstore or whatsapp. Wifi not connecting, Now no option for return and when tech person will come??? not viable to buy this way and such a poor products lead to overall bad online experience and due to fear cancelled other orders"
21,Equipment Purchase,"Reviewed in India on October 13, 2022",4.0,&nbsp;Super
21,samiralimia,"Reviewed in India on October 13, 2022",4.0,Good
21,Amazon Customer,"Reviewed in India on October 13, 2022",4.0,Ok
21,Sudhansu,"Reviewed in India on October 12, 2022",1.0,"It's worst quality Mobile in India, the camera has multiple dusts, after return window closed when I removed the screen guard it has multiple scratches inside screen guard, charger was old I think because there was no peel off poly cover over the charger, phone also has touch issue. These are returned phones, company is refurbishing and selling them."
21,Apna vodafone,"Reviewed in India on October 12, 2022",1.0,No features of mobile which is worth
21,ajit,"Reviewed in India on October 12, 2022",1.0,Great colorful photo
21,Soumya Roy,"Reviewed in India on October 12, 2022",1.0,Good phone at this range.. I got the 6/128 GB only in 12749.. Thank you Amazon.. 😄
21,Neeraj Tewari,"Reviewed in India on October 12, 2022",1.0,Best product ..... it's money Worthing
21,Vinod,"Reviewed in India on October 11, 2022",1.0,Camera and battery bakaar
21,Vikash yadav,"Reviewed in India on October 11, 2022",1.0,मेरा फोन मुझे वापस चाहिए
21,Sk rafick,"Reviewed in India on October 11, 2022",1.0,o n e o f t h e b e s t d e g i n e s o g o o d
21,Raju,"Reviewed in India on October 11, 2022",1.0,Nice
21,Placeholder,"Reviewed in India on October 11, 2022",1.0,Battery backup in not good enough others things work well
22,S.Kamalakar reddy,"Reviewed in India on October 16, 2022",1.0,Good 👍
22,Bhargav Prajapati,"Reviewed in India on October 16, 2022",1.0,"I have purchased this in festival sale.<br>After 10 days of use, display and touch is not working.<br>Need replacement."
22,Durga Datt Chaubey,"Reviewed in India on October 16, 2022",1.0,"This is a very good budget phone from Samsung in Galaxy series. We are using this phone for almost two weeks. I am also using a Samsung Galaxy M21 6GB- 128GB phone. So can tell some pros and some cons of this M32 when compared to M21.<br>Display is almost exact the same. Both phones screen mode in Natural, M21 feels with very little yellow while M32 feels somewhat blueish. But brightness is quite good for both the phones and display visible in direct sun.<br>Audio levels are same but I felt that M21 is more crisper during phone calls at maximum loudness. But this may be because M21 is more than one year old.<br>Both of these phones have decent camera setup and both of these capture good pics if used properly. M32 also has macro camera which takes good shots. I am attaching some shots captured with M32 for example. Quality may be little compressed while transferring from M32 to this M21 through Whatsapp."
22,P.V.GOVINDARAO,"Reviewed in India on October 16, 2022",1.0,Good
22,Nagaprasad HN,"Reviewed in India on October 16, 2022",1.0,Phone getting heat so we had called for inspection they only scheduled for inspection but they didn't came inbthat tine so we called several times but not even turned up
22,Mahesh Kumar,"Reviewed in India on October 16, 2022",1.0,Nice budget phone between 10k-15k range. Camera quality and app can be improved.
22,VISHNU KUMAR SINGH,"Reviewed in India on October 16, 2022",1.0,IF YOU TALK ABOUT LIKE ... THEN I SAY ... BATTERY 🔋 PERFORMANCE ... CAMERA QUALITY ... DISPLAY QUALITY ...<br>  &amp; DISLIKE IS PROCESSOR BUT NOT IN MY USAGE .... BECAUSE I'M NOT A GAMER
22,Gajanan s. Sutar,"Reviewed in India on October 16, 2022",1.0,"All the features are very nice in this mobile.  64mp camera, long life battery and very sensitive finger print reader, all features at there best level."
22,Bijendra Sharma,"Reviewed in India on October 15, 2022",1.0,I bought this for my mother and I absolutely do not regret at all. Samsung reliability and perfect battery. If they could have given stereo battery then this is perfect 4G phone. Camera is good at her usage level and I would not like to compare it will 20K phones.
22,Ayantika Dutta,"Reviewed in India on October 15, 2022",1.0,It's really good phone and specially the camera 📷  and battery 🔋  is very good in 15k budget.. 👌
22,Placeholder,"Reviewed in India on October 15, 2022",4.0,The display stopped working just in 20 days and it doesn't comes under warranty. Please do not buy this product.
22,Mohammad Shamsuddin,"Reviewed in India on October 15, 2022",4.0,Awesome
22,BANTI N.,"Reviewed in India on October 15, 2022",4.0,Battery backup ekdum must hai
22,Vamsi Krishna Katakam,"Reviewed in India on October 15, 2022",4.0,"Purchased on 24th Sep.<br>Delivered on 27th Sep..<br>Return window closes on 3rd OCT.<br><br>ISSUE HAPPENED ON 10TH OCT.<br>WE WERE DOING INSTAGRAM REEL, BATTERY WAS AT 15%. Kept the phone aside. In 10 min, there is no display on phone. Assuming low battery, we have connected for charging. After 1 hour also, no display on.<br><br>Took it to service center. No damage identified on the outside. There is a signal link break between display and motherboard. I guess it is the wire bus.<br>It does not come under warranty it seems. They claim that it must have happened because of phone fall on the backside. Boss ! ThERE is no FALL. No hint of damage on the external, buy I side online broke-- and no warranty!!! Shame on samsung!!!<br><br>I got this Phoenix for 11,000 INR and now for replacing a broken wire, they are asking 6000/<br><br>Samsung wake up !!<br>Amazon wakeup !!!"
22,Ashvin Birla,"Reviewed in India on October 15, 2022",4.0,Shi h bhaiii 😁
22,Hafsa S.,"Reviewed in India on October 15, 2022",4.0,Camera is waste
22,shreyas,"Reviewed in India on October 15, 2022",4.0,"I bought 6gb/128gb variant foer12,600. This is best phone at this price range.<br>Display 5/5<br>Camera 4/5<br>Performance 5/5<br>Battery backup 5/5<br><br>Display quality is awesome. Camera quality is good in day light. In night time it struggles a lot. Performance is best for normal usages. I never play games. Battery last for more than a day in normal use.<br><br>If you are looking good display best battery backup for normal usages it is one the best phone."
22,Venugopal,"Reviewed in India on October 15, 2022",4.0,Best  budget phone
22,sajidkhan,"Reviewed in India on October 15, 2022",4.0,Best phone in this budget
22,HARENDRA RATHORE,"Reviewed in India on October 15, 2022",4.0,A lot of problem of not registered on network
22,Nitesh,"Reviewed in India on October 15, 2022",5.0,Good
22,Uttam Bhojnagarwala,"Reviewed in India on October 15, 2022",5.0,Real value for money phone. Could not get a better phone at this price . Looks great. Very good camera.
22,Sachin Shah,"Reviewed in India on October 14, 2022",5.0,Good phone and almost budget friendly
22,manan parekh,"Reviewed in India on October 14, 2022",5.0,Thank you amazon for lovely mobile.
22,raviraj trivedi,"Reviewed in India on October 14, 2022",5.0,We bought this phone 1.5 months before but for some reason we did not open the box and never check the phone is working or not. Just before one week we thought to use this phone and found that it is not detecting any mobile network.
22,vaibhav pralhad khadse,"Reviewed in India on October 14, 2022",5.0,Touch screen is not properly responding...
22,Rajendra Kumar Behera,"Reviewed in India on October 14, 2022",5.0,Worst screen experienced damaged within 5 days
22,Pushkar P.,"Reviewed in India on October 14, 2022",5.0,good
22,Nityananda majumdar,"Reviewed in India on October 14, 2022",5.0,Purchased this phone for my parents and over-all happy with the phone. Surprisingly it comes with a charger as well.
23,Mitali Patra,"Reviewed in India on October 16, 2022",5.0,The camera was defective and pics were jazzy and blackish just after few days of use.
23,Rajendra Vegad,"Reviewed in India on October 16, 2022",5.0,Super amoled display<br>All in one M53<br>Camera good<br>Superb quality<br>Chif price range offer card 18000 KB<br>Thank u so much Amazon
23,G Kiran Reddy,"Reviewed in India on October 16, 2022",5.0,"Bought this mobile as a secondary. I was lucky to get 2k discount on the first day of Amazon festival. Took the green colored 8gb and found a green flipcover too. Mobile came without any defects. I have seen many negative reviews on defects, performance etc. But luckily I have not encountered any issues. I always depend on Samsung due to the vast service centers."
23,Kishor das,"Reviewed in India on October 16, 2022",5.0,It's good
23,Sunil,"Reviewed in India on October 16, 2022",5.0,Product is good and worth for money the camera quality is not up to Mark display is excellent no heating battery life also good no hang
23,Mina N,"Reviewed in India on October 16, 2022",5.0,Unlike Apple Samsung Forces Too many unnecessary Apps for you....
23,RP RATHNASAMY,"Reviewed in India on October 16, 2022",5.0,Android not to my liking can u offer exchange with an iPhone 12 model screen 5.4 or 6.1 inch 64GB send offer
23,Kaustubh,"Reviewed in India on October 16, 2022",5.0,"1) Fingerprint reader is worst.<br>2) Samsung is known for pic quality. In this model, it is not upto mark rather it is poor.<br>3) so many in build apps. And you can't uninstall them."
23,Placeholder,"Reviewed in India on October 16, 2022",5.0,Dislike charger not come.please provide charger. Thank you for please provide everyone. Ok samsumg thanks for everything mobile is good
23,arun,"Reviewed in India on October 16, 2022",5.0,Very good product
23,Amazon Customer,"Reviewed in India on October 16, 2022",1.0,"I thought I'm getting 8GB RAM plus 104MP camera in this series and price but very disappointed 😞Camera not good, selfie is very bad as usual from Samsung product. Mobile gets  hang even when make Instagram reels.After almost one month I'm writing this review. You will Get same features in  Samsung M33 for low amount. But don't go for samsung  series  my Boss has purchased Samsung mobile for 1 lack 50 thousand before an year,sorry I forgot which model it is, well I have aware you about that expensive phone,even that phone has bad quality of camera. So you all think before to go for  Samsung."
23,Pravin,"Reviewed in India on October 15, 2022",1.0,"Please don't buy this cheap phone. Camera quality is disaster (very bad and below average). Battery life is very poor, not even sustain for half day."
23,Meet,"Reviewed in India on October 15, 2022",1.0,Okay if you are giving 3.5mm jack then its ok but altleast provide a 3.5mm jack to type c connector in the box and if samsung is not giving charger by saying that use old charger it is environment friendly then give Type A to Type C data cable na why type C to C cable so that people purchase your brand charger only? This is very wrong if you are doing this with your customer this can be a marketing myopia for you.
23,Sneha T,"Reviewed in India on October 15, 2022",1.0,"Waste of money. With normal use (no gaming), the phone is hanging and crashing just 2 weeks after purchase.<br>The battery also does not last long with normal use.<br>This in addition to other cons like no audio jack, no charger in box, no option to secure specific apps with pin (this was a feature in my earlier Samsung phone)."
23,Jatin,"Reviewed in India on October 15, 2022",1.0,"No charger, hybrid sim, say no to this phone, samsung supply the charger and dedicated slots for sim for your phone, if you want customers to buy your phone"
23,Karan Shah,"Reviewed in India on October 15, 2022",1.0,The camera and audio output are highly disappointing.. the worst part however is the lagging and random shutting down of the phone on its own.. I regret upgrading from my old Samsung Galaxy A30
23,Utpal Swain,"Reviewed in India on October 15, 2022",1.0,The phone is slim which makes it look attractive.<br>Samsung is the brand so the sensitivity and touch is descent.Expecting a fast sensitivity.No adapter so little to worry here as fast charge would support  or not so I am going with 25W adapter only.<br>Camera is not upto the mark when it talks about 108 MP. Samsung should provide enhancer built in with camera.<br>Budgeted phone overall.
23,Deva raju,"Reviewed in India on October 15, 2022",1.0,"&nbsp;Giving this review after using 20 days.My usage is like-I don't play games ,I watch movies and using so many 3rd party apps.<br>Good things 1) Auto call recording without announcement 2) Big screen 3) Good performance 4) Good support from samsung 5) Battery performance (One full charge gave me around 30 hrs) and it took only 90 mins for complete charge 6) Samsung messages 7) Gorilla glass( It fall down but nothing happened) 7) Folder security<br>Bad things  1) No adapter 2) No back case 3)No  Ultra power save mode 4) No jack 5) Camera quality is ok but u get diff features.<br>Note: If you use other than samsung charger then it takes 2.30 hrs even though that's a 33w fast charger. So pay 1k extra and buy original 25w charger."
23,Placeholder,"Reviewed in India on October 15, 2022",1.0,Cemra quality is not good  108 mp like not work like other  phone 16 mp cemra those are same pic click no difference so plz dont buy if you have purchased cemara purpose this is not a cemra phone if you buy cemra phone so plz dont buy m53 5g you buy another phone
23,Ashish Sharma,"Reviewed in India on October 15, 2022",1.0,No waterproofing and headphone jack led me to return it. Should have at least one of these and also 4k recording.
23,Dishit Nirvaan,"Reviewed in India on October 15, 2022",5.0,.Camera= 4.5/5<br>.Looks = 5/5<br>.display=  6/5<br>.speakers= 4/5<br>.performance= 5/5 (for day to day usage)<br>.performance= 4/5 (for gaming)<br>.UI experience= 5/5<br>.feels very premium while holding in hands<br><br>.I got this phone only AT (19000 RUPEES WITH CHARGER)  in BBD sale.
23,Amazon Customer,"Reviewed in India on October 15, 2022",5.0,Not interested after seeing the mobile
23,Pathkula Ramakrishna,"Reviewed in India on October 15, 2022",5.0,Phone battery is ok.its not upto the mark for heavy usage.. phone has heating issue on normal usage.phoe heating abnormally.
23,sravan,"Reviewed in India on October 15, 2022",5.0,Having years of trust on samsung just thought of upgrading to 53 without reading reviews and ratings..this is the big blunder I did...worst camera worst screen quality..people like samsung gor this and samsung compromised on these only🤕don't know why but i wasted 20k on this😪
23,Mahesh G.,"Reviewed in India on October 15, 2022",5.0,Fingerprint reader does not work everything but I do like how slim this phone is and light as a feather.
23,Rinyo Raikhan,"Reviewed in India on October 14, 2022",5.0,No charger and no headphone . That’s makes me unhappy
23,Soumendu Sengupta,"Reviewed in India on October 14, 2022",5.0,There is no headphone connecting plug point or port.adapter black but white cable usb
23,Nanagauda,"Reviewed in India on October 14, 2022",5.0,"Don't buy. Over heating issue. While charging and usage phone is heating heavily. Waste of money. Very poor product from samsung. I have opted for replacement within the return window, but the Amazon is not sending any person for pick up. Amazon is also giving worst service."
23,Sajad Ali,"Reviewed in India on October 14, 2022",5.0,The promotion USP for this mobile is the camera. But it is not at all match with any basic phone.<br>Totally disappointed with this product.
24,ashish jain,"Reviewed in India on October 16, 2022",5.0,Good
24,SUKHDEV RAJ CHANDHAR,"Reviewed in India on October 16, 2022",5.0,Battery back should be more.
24,Amazon Customer,"Reviewed in India on October 16, 2022",5.0,Problem with sensor<br>In every call facing problem with sensor
24,Ujjwal Kumar,"Reviewed in India on October 16, 2022",5.0,Worst phone for this price. Dont buy it. It hangs badly.
24,Sunny Bhavsar,"Reviewed in India on October 16, 2022",5.0,Now I use mobile last 10 it working good all future are good camera result also good it. This price rang worth it
24,dinakar,"Reviewed in India on October 16, 2022",5.0,Don't have both option of memory card and sim slot only have to insert sim or memory card
24,N C Biswas,"Reviewed in India on October 16, 2022",5.0,Overall good
24,Santosh Kumar sahu,"Reviewed in India on October 16, 2022",5.0,Very good price and value for money it's good product of onepuls mobile veesy good but amazon not good 😡
24,hitesh daswani,"Reviewed in India on October 16, 2022",5.0,Features are good. Sensors are working well.
24,Mohammed Naushad,"Reviewed in India on October 16, 2022",5.0,Ok
24,Kalyan Dey,"Reviewed in India on October 16, 2022",5.0,well
24,Raghavendra k.n,"Reviewed in India on October 16, 2022",5.0,Super
24,Rishabh D.,"Reviewed in India on October 16, 2022",5.0,"Phone is not at all customer friendly, battery is draining out very fast. Most important thing, the phone is getting hanged very frequently. I have purchased this phone not even 50 days back. It is giving me trouble since 30 days back. Pathetic phone. Please don't buy"
24,Akanksha Singh,"Reviewed in India on October 16, 2022",5.0,"Guys, product is ok but Amazon returnable process is very poor..  Please ensure while shopping with Amazon"
24,sukanta,"Reviewed in India on October 16, 2022",5.0,Nice one camera quality is wow...
24,ROHAN SINGH,"Reviewed in India on October 16, 2022",5.0,Camera quality sucks. Not expected such a low quality. Overall ok ok experience with the phone. Not satisfied.
24,Ajinkya khochade,"Reviewed in India on October 16, 2022",5.0,Performance wise it's a bit behind when compared to samsung galaxy
24,Jairaj A. Kumar,"Reviewed in India on October 15, 2022",5.0,"One plus Nord CE 2 lite phone is a top value for money phone. Let us get into pros and cons<br>Pros<br>It comes with excellent display even though it is not AMOLED<br>The phone comes bundled with expansion of RAM from 8GB to 13GB<br>It comes with micro SD card, 3.5 mm jack, charging adapter, screen guard and back cover<br>It is already Android 12 based and with zero bloatware<br>Already 5g enabled and no additional software to install<br>Cons<br>Processor is a bit slow during boot up"
24,rakesh kr gupta,"Reviewed in India on October 15, 2022",5.0,Camera quality is poor
24,kalyani,"Reviewed in India on October 15, 2022",5.0,Best phone in budget camera could be better ! Overall good
24,Arti sharma,"Reviewed in India on October 15, 2022",5.0,Worst camara quality and batry backup is quite bad no longer<br>Waist of money. Product don't justify price. There is more better option than this one.
24,JJ,"Reviewed in India on October 15, 2022",5.0,All good
24,Giriraj sarkandiya,"Reviewed in India on October 15, 2022",5.0,All is the best
24,Devendra u.,"Reviewed in India on October 15, 2022",5.0,Good performance mobile
24,GOVIND KUMAR SAHNI,"Reviewed in India on October 15, 2022",5.0,Osm mobile
24,sujeet shah,"Reviewed in India on October 15, 2022",5.0,Very good
25,S.Kamalakar reddy,"Reviewed in India on October 16, 2022",1.0,Good 👍
25,Bhargav Prajapati,"Reviewed in India on October 16, 2022",1.0,"I have purchased this in festival sale.<br>After 10 days of use, display and touch is not working.<br>Need replacement."
25,Durga Datt Chaubey,"Reviewed in India on October 16, 2022",1.0,"This is a very good budget phone from Samsung in Galaxy series. We are using this phone for almost two weeks. I am also using a Samsung Galaxy M21 6GB- 128GB phone. So can tell some pros and some cons of this M32 when compared to M21.<br>Display is almost exact the same. Both phones screen mode in Natural, M21 feels with very little yellow while M32 feels somewhat blueish. But brightness is quite good for both the phones and display visible in direct sun.<br>Audio levels are same but I felt that M21 is more crisper during phone calls at maximum loudness. But this may be because M21 is more than one year old.<br>Both of these phones have decent camera setup and both of these capture good pics if used properly. M32 also has macro camera which takes good shots. I am attaching some shots captured with M32 for example. Quality may be little compressed while transferring from M32 to this M21 through Whatsapp."
